Id,Date,Open,High,Low,Close,Volume
0,12/7/2016,134.58,136.17,134.17,135.89,30859300
1,12/8/2016,136.25,138.21,135.8,138.03,47794400
2,12/9/2016,138.39,138.82,137.75,138.3,34276600
